id,id_apps,training,sentiment,content,cat_training,cat_results,preprocessing,id_object,arr_word,arr_counted,arr_group,role_group,create_at
412,0,-1,1,"Lanjutan dari soal @ gojekindonesia kemarin. Sampai hari ini barang tidak sampai juga, kedua nomor telpon driver tdk bisa dihubungi. Makanya, sebaiknya Go Send Same Day Service mendingan ganti nama jadi Go Send We don’t know where the driver is.",3,driver,"['lanjutan', 'soal', 'gojekindonesia', '.', 'tidak', ',', 'telpon', 'driver', 'tidak', 'dihubungi', '.', 'makanya', ',', 'sebaiknya', 'go', 'send', 'same', 'day', 'service', 'mendingan', 'ganti', 'go', 'send', 'we', 'don', 'know', 'where', 'the', 'driver', 'is', '.']",1,"lanjutan|4|1.0;soal|1|0.0;gojekindonesia|1|1.0;.|6|0.0;tidak|10|-1.0;,|6|0.0;telpon|unknown|0;driver|1|0.0;tidak|10|-1.0;dihubungi|unknown|0;.|6|0.0;makanya|6|0.0;,|6|0.0;sebaiknya|4|1.0;go|2|1.0;send|unknown|0;same|unknown|0;day|1|0.0;service|1|1.0;mendingan|4|1.0;ganti|1|0.0;go|2|1.0;send|unknown|0;we|unknown|0;don|unknown|0;know|unknown|0;where|unknown|0;the|1|0.0;driver|1|0.0;is|unknown|0;.|6|0.0",lxx;l;x;x;x;x;x;x;x;x;x;x;x;lxx;l;x;x;x;l;lxx;l;lxx;x;x;x;x;x;x;x;x;x,1.0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;1.0;0;0;0;0;0;0;0;0;0,"[[null, null, {""word"": ""lanjutan"", ""type"": 4, ""value"": 1.0}, {""word"": ""soal"", ""type"": 1, ""value"": 0.0}, null], [null, null, {""word"": ""sebaiknya"", ""type"": 4, ""value"": 1.0}, {""word"": ""go"", ""type"": 2, ""value"": 1.0}, null], [null, {""word"": ""service"", ""type"": 1, ""value"": 1.0}, {""word"": ""mendingan"", ""type"": 4, ""value"": 1.0}, {""word"": ""ganti"", ""type"": 1, ""value"": 0.0}, null], [null, {""word"": ""ganti"", ""type"": 1, ""value"": 0.0}, {""word"": ""go"", ""type"": 2, ""value"": 1.0}, null, null]]",15/10/2018 8:00
413,0,-1,-1,"Driver gini mah palingan hobi maen nembak n masang tuyul makanya hatinya busuk, efek makan duit haram kali. Tolong yg rasis SARA begini langsung ditindak @ gojekindonesia !",3,driver,"['driver', 'mah', 'palingan', 'hobi', 'maen', 'nembak', 'masang', 'tuyul', 'makanya', 'hatinya', 'busuk', ',', 'efek', 'makan', 'duit', 'haram', '.', 'tolong', 'rasis', 'sara', 'ditindak', 'gojekindonesia']",1,"driver|1|0.0;mah|unknown|0;palingan|unknown|0;hobi|unknown|0;maen|unknown|0;nembak|unknown|0;masang|unknown|0;tuyul|4|-1.0;makanya|6|0.0;hatinya|unknown|0;busuk|4|-1.0;,|6|0.0;efek|1|0.0;makan|2|0.0;duit|1|0.0;haram|4|-1.0;.|6|0.0;tolong|2|0.0;rasis|4|-1.0;sara|unknown|0;ditindak|3|-1.0;gojekindonesia|1|1.0",x;x;x;x;x;x;x;s;x;x;s;x;l;lxx;l;l;x;lxx;l;x;lxx;l,0;0;0;0;0;0;0;-1.0;0;0;-1.0;0;0;-1.0;0;0;0;-1.0;0;0;-1;0,"[[null, null, {""word"": ""tuyul"", ""type"": 4, ""value"": -1.0}, null, null], [null, null, {""word"": ""busuk"", ""type"": 4, ""value"": -1.0}, null, null], [null, {""word"": ""efek"", ""type"": 1, ""value"": 0.0}, {""word"": ""makan"", ""type"": 2, ""value"": 0.0}, {""word"": ""duit"", ""type"": 1, ""value"": 0.0}, {""word"": ""haram"", ""type"": 4, ""value"": -1.0}], [null, null, {""word"": ""tolong"", ""type"": 2, ""value"": 0.0}, {""word"": ""rasis"", ""type"": 4, ""value"": -1.0}, null], [null, null, {""word"": ""ditindak"", ""type"": 3, ""value"": -1.0}, {""word"": ""gojekindonesia"", ""type"": 1, ""value"": 1.0}, null]]",15/10/2018 8:00
414,0,-1,0,Malu2in @ gojekindonesia aja. Mending di PM aja ni orang. Gue kalo dapet driver kek gini langsung gue kasih bintang satu trus komen jelek biar PM langsung,3,driver,"['malu2in', 'gojekindonesia', '.', 'mending', 'di', 'pm', 'ni', '.', 'saya', 'mendapat', 'driver', 'kayak', 'saya', 'bintang', 'komen', 'jelek', 'biar', 'pm']",1,malu2in|unknown|0;gojekindonesia|1|1.0;.|6|0.0;mending|4|0.0;pm|1|0.0;ni|unknown|0;.|6|0.0;saya|unknown|0;mendapat|2|1.0;driver|1|0.0;kayak|5|0.0;saya|unknown|0;bintang|unknown|0;komen|unknown|0;jelek|4|-1.0;biar|6|0.0;pm|1|0.0,x;x;x;lxx;l;x;x;x;lxx;l;x;x;x;x;s;x;x,0;0;0;0.0;0;0;0;0;1.0;0;0;0;0;0;-1.0;0;0,"[[null, null, {""word"": ""mending"", ""type"": 4, ""value"": 0.0}, {""word"": ""pm"", ""type"": 1, ""value"": 0.0}, null], [null, null, {""word"": ""mendapat"", ""type"": 2, ""value"": 1.0}, {""word"": ""driver"", ""type"": 1, ""value"": 0.0}, null], [null, null, {""word"": ""jelek"", ""type"": 4, ""value"": -1.0}, null, null]]",15/10/2018 8:00
415,0,-1,0,"@ gojekindonesia rasis mitra anda nih...!! Ati2 aja, bs bonyok nih orang kl pas order dpt dia...",3,penumpang,"['gojekindonesia', 'rasis', 'mitra', 'nih', '.', 'ati2', ',', 'bisa', 'bonyok', 'nih', 'kalau', 'pas', 'order', 'mendapat', '.']",1,"gojekindonesia|1|1.0;rasis|4|-1.0;mitra|1|0.0;nih|7|0.0;.|6|0.0;ati2|unknown|0;,|6|0.0;bisa|unknown|0;bonyok|unknown|0;nih|7|0.0;kalau|unknown|0;pas|1|0.0;order|1|0.0;mendapat|2|1.0;.|6|0.0",l;lxx;l;x;x;x;x;x;x;x;x;x;l;lxx;x,0;-1;0;0;0;0;0;0;0;0;0;0;0;1.0;0,"[[null, {""word"": ""gojekindonesia"", ""type"": 1, ""value"": 1.0}, {""word"": ""rasis"", ""type"": 4, ""value"": -1.0}, {""word"": ""mitra"", ""type"": 1, ""value"": 0.0}, null], [null, {""word"": ""order"", ""type"": 1, ""value"": 0.0}, {""word"": ""mendapat"", ""type"": 2, ""value"": 1.0}, null, null]]",15/10/2018 8:00
416,0,0,-1,"Kalo kita yg cancel, performa driver gak turun.. Tapi kalo driver yg cancel, performa dy turun.. Beda dengan tetangga nya @ gojekindonesia , kalo kita cancel performa driver turun.. Makanya driver @ gojekindonesia pada rajin rajin, karna takut dicancel bikin ancur performa driver.",3,driver,"['cancel', ',', 'performa', 'driver', 'tidak', 'turun', '.', 'driver', 'cancel', ',', 'performa', 'dia', 'turun', '.', 'beda', 'tetangga', 'gojekindonesia', ',', 'cancel', 'performa', 'driver', 'turun', '.', 'makanya', 'driver', 'gojekindonesia', 'rajin', 'rajin', ',', 'takut', 'dicancel', 'bikin', 'hancur', 'performa', 'driver', '.']",1,"cancel|2|-1.0;,|6|0.0;performa|1|0.0;driver|1|0.0;tidak|10|-1.0;turun|2|0.0;.|6|0.0;driver|1|0.0;cancel|2|-1.0;,|6|0.0;performa|1|0.0;dia|unknown|0;turun|2|0.0;.|6|0.0;beda|10|-1.0;tetangga|1|0.0;gojekindonesia|1|1.0;,|6|0.0;cancel|2|-1.0;performa|1|0.0;driver|1|0.0;turun|2|0.0;.|6|0.0;makanya|6|0.0;driver|1|0.0;gojekindonesia|1|1.0;rajin|4|1.0;rajin|4|1.0;,|6|0.0;takut|4|-1.0;dicancel|unknown|0;bikin|2|0.0;hancur|2|-1.0;performa|1|0.0;driver|1|0.0;.|6|0.0",s;x;x;x;l;lxx;x;l;lxx;x;x;x;s;x;x;x;x;x;lxx;l;l;lxx;x;x;x;l;lxx;s;x;s;x;s;lxx;l;x;x,-1.0;0;0;0;0;-1.0;0;0;-1.0;0;0;0;0.0;0;0;0;0;0;-1.0;0;0;0.0;0;0;0;0;1;1.0;0;-1.0;0;0.0;-1.0;0;0;0,"[[null, null, {""word"": ""cancel"", ""type"": 2, ""value"": -1.0}, null, null], [null, {""word"": ""tidak"", ""type"": 10, ""value"": -1.0}, {""word"": ""turun"", ""type"": 2, ""value"": 0.0}, null, null], [null, {""word"": ""driver"", ""type"": 1, ""value"": 0.0}, {""word"": ""cancel"", ""type"": 2, ""value"": -1.0}, null, null], [null, null, {""word"": ""turun"", ""type"": 2, ""value"": 0.0}, null, null], [null, null, {""word"": ""cancel"", ""type"": 2, ""value"": -1.0}, {""word"": ""performa"", ""type"": 1, ""value"": 0.0}, null], [null, {""word"": ""driver"", ""type"": 1, ""value"": 0.0}, {""word"": ""turun"", ""type"": 2, ""value"": 0.0}, null, null], [null, {""word"": ""gojekindonesia"", ""type"": 1, ""value"": 1.0}, {""word"": ""rajin"", ""type"": 4, ""value"": 1.0}, null, null], [null, null, {""word"": ""rajin"", ""type"": 4, ""value"": 1.0}, null, null], [null, null, {""word"": ""takut"", ""type"": 4, ""value"": -1.0}, null, null], [null, null, {""word"": ""bikin"", ""type"": 2, ""value"": 0.0}, null, null], [null, null, {""word"": ""hancur"", ""type"": 2, ""value"": -1.0}, {""word"": ""performa"", ""type"": 1, ""value"": 0.0}, null]]",15/10/2018 8:00
417,0,0,0,hallo @ gojekindonesia ini ada apa sistem GOTIX untuk pembelian tiket PERSEBAYA vs Arema kok tidak bisa ?,3,aplikasi,"['hallo', 'gojekindonesia', 'sistem', 'gotix', 'pembelian', 'tiket', 'persebaya', 'arema', 'kok', 'tidak']",1,hallo|unknown|0;gojekindonesia|1|1.0;sistem|1|1.0;gotix|unknown|0;pembelian|1|0.0;tiket|1|1.0;persebaya|unknown|0;arema|unknown|0;kok|1|0.0;tidak|10|-1.0,x;x;x;x;x;x;x;x;x;x,0;0;0;0;0;0;0;0;0;0,[],15/10/2018 8:00
418,0,-1,1,ternyata bukan cuma gue. Banyak user @ gojekindonesia yg merasakan ketidaknormalan aplikasi tsb # gojekerror,1,aplikasi,"['bukan', 'saya', '.', 'user', 'gojekindonesia', 'merasakan', 'ketidaknormalan', 'aplikasi', '#', 'gojekerror']",1,bukan|10|-1.0;saya|unknown|0;.|6|0.0;user|unknown|0;gojekindonesia|1|1.0;merasakan|2|0.0;ketidaknormalan|unknown|0;aplikasi|1|0.0;#|unknown|0;gojekerror|unknown|0,x;x;x;x;l;lxx;x;x;x;x,0;0;0;0;0;1.0;0;0;0;0,"[[null, {""word"": ""gojekindonesia"", ""type"": 1, ""value"": 1.0}, {""word"": ""merasakan"", ""type"": 2, ""value"": 0.0}, null, null]]",15/10/2018 8:00
419,0,0,-1,"@ gojekindonesia akun gojek saya tetiba gak bisa dipake, pdhl saya setia pake gojek. sementara ini beralih ke transportasi online lain. Saya kirim rmail ke gojek tapi gak ada respon. Poin di akun saya itu sudah banyak, ada Token yang belum saya gunakan. P",1,perusahaan,"['gojekindonesia', 'akun', 'gojek', 'tetiba', 'tidak', 'dipake', ',', 'setia', 'pake', 'gojek', '.', 'beralih', 'transportasi', 'online', '.', 'kirim', 'rmail', 'gojek', 'tidak', 'respon', '.', 'poin', 'di', 'akun', ',', 'token', 'belum', 'gunakan', '.']",1,"gojekindonesia|1|1.0;akun|1|0.0;gojek|1|0.0;tetiba|unknown|0;tidak|10|-1.0;dipake|unknown|0;,|6|0.0;setia|4|1.0;pake|2|0.0;gojek|1|0.0;.|6|0.0;beralih|2|-1.0;transportasi|1|1.0;online|4|0.0;.|6|0.0;kirim|2|0.0;rmail|unknown|0;gojek|1|0.0;tidak|10|-1.0;respon|1|0.0;.|6|0.0;poin|1|0.0;akun|1|0.0;,|6|0.0;token|unknown|0;belum|10|-1.0;gunakan|2|0.0;.|6|0.0",x;x;x;x;x;x;x;lxx;l;l;x;lxx;l;l;x;s;x;x;x;x;x;x;x;x;x;l;lxx;x,0;0;0;0;0;0;0;1.0;0;0;0;-1;0;0;0;0.0;0;0;0;0;0;0;0;0;0;0;-1.0;0,"[[null, null, {""word"": ""setia"", ""type"": 4, ""value"": 1.0}, {""word"": ""pake"", ""type"": 2, ""value"": 0.0}, {""word"": ""gojek"", ""type"": 1, ""value"": 0.0}], [null, null, {""word"": ""beralih"", ""type"": 2, ""value"": -1.0}, {""word"": ""transportasi"", ""type"": 1, ""value"": 1.0}, {""word"": ""online"", ""type"": 4, ""value"": 0.0}], [null, null, {""word"": ""kirim"", ""type"": 2, ""value"": 0.0}, null, null], [null, {""word"": ""belum"", ""type"": 10, ""value"": -1.0}, {""word"": ""gunakan"", ""type"": 2, ""value"": 0.0}, null, null]]",15/10/2018 8:00
420,0,0,1,Utk mngurangi kjahatan sopir taxi /ojek online @ gojekindonesia @ GrabID @ grab maka wajib mngetahui n mncatat data pribadi calon supir/pengemudi.bisa dg bekerja sm dg kpolisian @ DivHumas_Polri mngecek calon supir yg pasti terdaftar di kpolisian..wkt buat SIM or kriminal,5,perusahaan,"['mngurangi', 'kjahatan', 'sopir', 'taxi', 'ojek', 'online', 'gojekindonesia', 'grabid', 'grab', 'wajib', 'mngetahui', 'mncatat', 'data', 'pribadi', 'calon', 'supir', 'pengemudi', '.', 'dengan', 'bekerja', 'sama', 'dengan', 'kpolisian', 'divhumas', 'polri', 'mngecek', 'calon', 'supir', 'terdaftar', 'di', 'kpolisian', '.', 'wkt', 'sim', 'or', 'kriminal']",1,mngurangi|unknown|0;kjahatan|unknown|0;sopir|1|0.0;taxi|unknown|0;ojek|1|0.0;online|4|0.0;gojekindonesia|1|1.0;grabid|unknown|0;grab|1|1.0;wajib|2|0.0;mngetahui|unknown|0;mncatat|unknown|0;data|1|0.0;pribadi|1|1.0;calon|1|0.0;supir|unknown|0;pengemudi|unknown|0;.|6|0.0;dengan|unknown|0;bekerja|2|1.0;sama|unknown|0;dengan|unknown|0;kpolisian|unknown|0;divhumas|unknown|0;polri|1|0.0;mngecek|unknown|0;calon|1|0.0;supir|unknown|0;terdaftar|unknown|0;kpolisian|unknown|0;.|6|0.0;wkt|unknown|0;sim|unknown|0;or|1|0.0;kriminal|1|-1.0,x;x;x;x;l;lxx;l;x;l;lxx;x;x;x;x;x;x;x;x;x;s;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x,0;0;0;0;0;1.0;0;0;0;1.0;0;0;0;0;0;0;0;0;0;1.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,"[[null, {""word"": ""ojek"", ""type"": 1, ""value"": 0.0}, {""word"": ""online"", ""type"": 4, ""value"": 0.0}, {""word"": ""gojekindonesia"", ""type"": 1, ""value"": 1.0}, null], [null, {""word"": ""grab"", ""type"": 1, ""value"": 1.0}, {""word"": ""wajib"", ""type"": 2, ""value"": 0.0}, null, null], [null, null, {""word"": ""bekerja"", ""type"": 2, ""value"": 1.0}, null, null]]",15/10/2018 8:00
421,0,-1,0,Tarif @ gojekindonesia sudah naik kah? Mahal amat dah sekarang.,2,harga,"['tarif', 'gojekindonesia', 'naik', 'kah', 'mahal', 'amat', 'dah', '.']",1,tarif|1|-1.0;gojekindonesia|1|1.0;naik|2|1.0;kah|unknown|0;mahal|4|-1.0;amat|10|0.0;dah|10|1.0;.|6|0.0,x;l;lxx;x;s;x;x;x,0;0;1;0;-1.0;0;0;0,"[[null, {""word"": ""gojekindonesia"", ""type"": 1, ""value"": 1.0}, {""word"": ""naik"", ""type"": 2, ""value"": 1.0}, null, null], [null, null, {""word"": ""mahal"", ""type"": 4, ""value"": -1.0}, null, null]]",15/10/2018 8:00
422,0,-1,0,"Wahai @ gojekindonesia, sama seperti yg dikeluhkan byk orang belakangan ini. Sekarang byk driver minta macem2 supaya bisa dapet poin. Mulai dari minta double order sampai maksa ngisi go-pay. Jadinya kurang nyaman & malesin banget.",3,driver,"['wahai', 'gojekindonesia', ',', 'dikeluhkan', 'belakangan', '.', 'driver', 'meminta', 'macem2', 'mendapat', 'poin', '.', 'meminta', 'double', 'order', 'memaksa', 'ngisi', 'go', 'pay', '.', 'jadinya', 'kurang', 'nyaman', 'malesin', 'sangat', '.']",1,"wahai|7|1.0;gojekindonesia|1|1.0;,|6|0.0;dikeluhkan|unknown|0;belakangan|4|-1.0;.|6|0.0;driver|1|0.0;meminta|2|0.0;macem2|unknown|0;mendapat|2|1.0;poin|1|0.0;.|6|0.0;meminta|2|0.0;double|unknown|0;order|1|0.0;memaksa|2|-1.0;ngisi|unknown|0;go|2|1.0;pay|unknown|0;.|6|0.0;jadinya|5|0.0;kurang|10|-1.0;nyaman|4|1.0;malesin|unknown|0;sangat|10|1.0;.|6|0.0",ss;x;x;x;s;x;l;lxx;x;lxx;l;x;s;x;l;lxx;x;s;x;x;l;l;lxx;x;x;x,1.0;0;0;0;-1.0;0;0;0.0;0;1.0;0;0;0.0;0;0;-1.0;0;1.0;0;0;0;0;-1;0;0;0,"[[null, null, {""word"": ""belakangan"", ""type"": 4, ""value"": -1.0}, null, null], [null, {""word"": ""driver"", ""type"": 1, ""value"": 0.0}, {""word"": ""meminta"", ""type"": 2, ""value"": 0.0}, null, null], [null, null, {""word"": ""mendapat"", ""type"": 2, ""value"": 1.0}, {""word"": ""poin"", ""type"": 1, ""value"": 0.0}, null], [null, null, {""word"": ""meminta"", ""type"": 2, ""value"": 0.0}, null, null], [null, {""word"": ""order"", ""type"": 1, ""value"": 0.0}, {""word"": ""memaksa"", ""type"": 2, ""value"": -1.0}, null, null], [null, null, {""word"": ""go"", ""type"": 2, ""value"": 1.0}, null, null], [{""word"": ""jadinya"", ""type"": 5, ""value"": 0.0}, {""word"": ""kurang"", ""type"": 10, ""value"": -1.0}, {""word"": ""nyaman"", ""type"": 4, ""value"": 1.0}, null, null]]",15/10/2018 8:00
423,0,-1,0,"Om @ gojekindonesia ada drivernya nyolong gopay neh,order sehrga 300an ribu di colong Rp.1.008.000..GIle bener!!! pic.twitter.com/ySNvS8Sqz4",3,penumpang,"['om', 'gojekindonesia', 'drivernya', 'mencuri', 'gopay', 'neh', ',', 'order', 'sehrga', 'an', 'di', 'colong', '.', '.', '.', '.', 'gile', 'bener']",1,"om|1|0.0;gojekindonesia|1|1.0;drivernya|unknown|0;mencuri|2|-1.0;gopay|unknown|0;neh|unknown|0;,|6|0.0;order|1|0.0;sehrga|unknown|0;an|unknown|0;colong|unknown|0;.|6|0.0;.|6|0.0;.|6|0.0;.|6|0.0;gile|unknown|0;bener|4|1.0",x;x;x;s;x;x;x;x;x;x;x;x;x;x;x;x;s,0;0;0;-1.0;0;0;0;0;0;0;0;0;0;0;0;0;1.0,"[[null, null, {""word"": ""mencuri"", ""type"": 2, ""value"": -1.0}, null, null], [null, null, {""word"": ""bener"", ""type"": 4, ""value"": 1.0}, null, null]]",15/10/2018 8:00
424,0,-1,-1,"Masalahnya kalo ga dpt bonus duitnya ga sebanding ama cape nya. Makanya jarak diatas 10 km dilewat jarak segitu kan bisa 60-90 menit . mending narik 2-5 jarak pendek bisa dpt poin Makanya mending tarif naik , bonus dihapus",2,harga,"['masalahnya', 'tidak', 'mendapat', 'bonus', 'duitnya', 'tidak', 'sebanding', 'ama', 'cape', '.', 'makanya', 'jarak', 'diatas', 'dilewat', 'jarak', 'segitu', 'kan', 'menit', '.', 'mending', 'narik', 'jarak', 'pendek', 'mendapat', 'poin', 'makanya', 'mending', 'tarif', 'naik', ',', 'bonus', 'dihapus']",1,"masalahnya|1|0.0;tidak|10|-1.0;mendapat|2|1.0;bonus|1|1.0;duitnya|unknown|0;tidak|10|-1.0;sebanding|1|0.0;ama|1|0.0;cape|unknown|0;.|6|0.0;makanya|6|0.0;jarak|unknown|0;diatas|1|0.0;dilewat|unknown|0;jarak|unknown|0;segitu|unknown|0;kan|1|1.0;menit|1|0.0;.|6|0.0;mending|4|0.0;narik|unknown|0;jarak|unknown|0;pendek|4|-1.0;mendapat|2|1.0;poin|1|0.0;makanya|6|0.0;mending|4|0.0;tarif|1|-1.0;naik|2|1.0;,|6|0.0;bonus|1|1.0;dihapus|3|-1.0",x;l;lxx;l;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;s;x;x;lxx;l;l;x;lxx;l;lxx;x;l;lxx,0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0;0;-1;0;0;0;-1.0;0;-1;0;0;-1,"[[null, {""word"": ""tidak"", ""type"": 10, ""value"": -1.0}, {""word"": ""mendapat"", ""type"": 2, ""value"": 1.0}, {""word"": ""bonus"", ""type"": 1, ""value"": 1.0}, null], [null, null, {""word"": ""mending"", ""type"": 4, ""value"": 0.0}, null, null], [null, null, {""word"": ""pendek"", ""type"": 4, ""value"": -1.0}, {""word"": ""mendapat"", ""type"": 2, ""value"": 1.0}, {""word"": ""poin"", ""type"": 1, ""value"": 0.0}], [null, null, {""word"": ""mending"", ""type"": 4, ""value"": 0.0}, {""word"": ""tarif"", ""type"": 1, ""value"": -1.0}, null], [null, {""word"": ""tarif"", ""type"": 1, ""value"": -1.0}, {""word"": ""naik"", ""type"": 2, ""value"": 1.0}, null, null], [null, {""word"": ""bonus"", ""type"": 1, ""value"": 1.0}, {""word"": ""dihapus"", ""type"": 3, ""value"": -1.0}, null, null]]",15/10/2018 8:00
425,0,-1,-1,"Parah laah.. baru kali itu saya merasa jiwa saya terancam, dikelilingi orng berseragam gojek. Untungnya saya pake masker jd muka ga keliatan semua, so mulai sekarang saya ga nunggu di tempat yg sama dan literally stop pakai gojek. pakai aplikasi sebelah aja.",3,perusahaan,"['parah', 'laah', '.', 'jiwa', 'terancam', ',', 'dikelilingi', 'orng', 'berseragam', 'gojek', '.', 'untungnya', 'pake', 'masker', 'muka', 'tidak', 'keliatan', ',', 'so', 'tidak', 'menunggu', 'di', 'literally', 'stop', 'pakai', 'gojek', '.', 'pakai', 'aplikasi', 'sebelah', '.']",1,"parah|4|-1.0;laah|unknown|0;.|6|0.0;jiwa|1|1.0;terancam|4|-1.0;,|6|0.0;dikelilingi|3|0.0;orng|unknown|0;berseragam|unknown|0;gojek|1|0.0;.|6|0.0;untungnya|6|1.0;pake|2|0.0;masker|unknown|0;muka|1|0.0;tidak|10|-1.0;keliatan|1|0.0;,|6|0.0;so|5|0.0;tidak|10|-1.0;menunggu|2|-1.0;literally|unknown|0;stop|2|-1.0;pakai|2|0.0;gojek|1|0.0;.|6|0.0;pakai|2|0.0;aplikasi|1|0.0;sebelah|4|0.0;.|6|0.0",s;x;x;l;lxx;x;s;x;x;x;x;ss;s;x;x;x;x;x;x;l;lxx;x;s;lxx;l;x;lxx;l;l;x,-1.0;0;0;0;-1;0;0.0;0;0;0;0;1.0;0.0;0;0;0;0;0;0;0;1;0;-1.0;0.0;0;0;0.0;0;0;0,"[[null, null, {""word"": ""parah"", ""type"": 4, ""value"": -1.0}, null, null], [null, {""word"": ""jiwa"", ""type"": 1, ""value"": 1.0}, {""word"": ""terancam"", ""type"": 4, ""value"": -1.0}, null, null], [null, null, {""word"": ""dikelilingi"", ""type"": 3, ""value"": 0.0}, null, null], [null, null, {""word"": ""pake"", ""type"": 2, ""value"": 0.0}, null, null], [null, {""word"": ""tidak"", ""type"": 10, ""value"": -1.0}, {""word"": ""menunggu"", ""type"": 2, ""value"": -1.0}, null, null], [null, null, {""word"": ""stop"", ""type"": 2, ""value"": -1.0}, null, null], [null, null, {""word"": ""pakai"", ""type"": 2, ""value"": 0.0}, {""word"": ""gojek"", ""type"": 1, ""value"": 0.0}, null], [null, null, {""word"": ""pakai"", ""type"": 2, ""value"": 0.0}, {""word"": ""aplikasi"", ""type"": 1, ""value"": 0.0}, {""word"": ""sebelah"", ""type"": 4, ""value"": 0.0}]]",15/10/2018 8:00
426,0,0,0,"Aplikasi @ gojekindonesia begitu dibuka langsung menutup sendiri. Dicoba di ponsel lain, sama saja hasilnya.",1,aplikasi,"['aplikasi', 'gojekindonesia', 'dibuka', 'menutup', '.', 'dicoba', 'di', 'ponsel', ',', 'hasilnya', '.']",1,"aplikasi|1|0.0;gojekindonesia|1|1.0;dibuka|3|0.0;menutup|2|-1.0;.|6|0.0;dicoba|unknown|0;ponsel|unknown|0;,|6|0.0;hasilnya|1|0.0;.|6|0.0",x;l;lxx;s;x;x;x;x;x;x,0;0;1.0;-1.0;0;0;0;0;0;0,"[[null, {""word"": ""gojekindonesia"", ""type"": 1, ""value"": 1.0}, {""word"": ""dibuka"", ""type"": 3, ""value"": 0.0}, null, null], [null, null, {""word"": ""menutup"", ""type"": 2, ""value"": -1.0}, null, null]]",15/10/2018 8:00
427,0,0,-1,@ gojekindonesia min. App gojek saya abis update crash mulu. Ga bisa dibuka. iPhone 6S Plus iOS 11.3. App gojek versi 3.5.0. Mohon segera diperbaiki min,1,perusahaan,"['gojekindonesia', 'min', '.', 'app', 'gojek', 'habis', 'update', 'crash', 'mulu', '.', 'tidak', 'dibuka', '.', 'iphone', 'ios', '.', '.', 'app', 'gojek', 'versi', '.', '.', '.', 'mohon', 'diperbaiki', 'min']",1,gojekindonesia|1|1.0;min|4|0.0;.|6|0.0;app|unknown|0;gojek|1|0.0;habis|2|-1.0;update|2|0.0;crash|4|-1.0;mulu|unknown|0;.|6|0.0;tidak|10|-1.0;dibuka|3|0.0;.|6|0.0;iphone|unknown|0;ios|unknown|0;.|6|0.0;.|6|0.0;app|unknown|0;gojek|1|0.0;versi|1|0.0;.|6|0.0;.|6|0.0;.|6|0.0;mohon|2|0.0;diperbaiki|3|1.0;min|4|0.0,l;lxx;x;x;l;lxx;lxx;l;x;x;l;lxx;x;x;x;x;x;x;x;x;x;x;x;s;lxx;l,0;1.0;0;0;0;-1.0;-1.0;0;0;0;0;-1.0;0;0;0;0;0;0;0;0;0;0;0;0.0;1.0;0,"[[null, {""word"": ""gojekindonesia"", ""type"": 1, ""value"": 1.0}, {""word"": ""min"", ""type"": 4, ""value"": 0.0}, null, null], [null, {""word"": ""gojek"", ""type"": 1, ""value"": 0.0}, {""word"": ""habis"", ""type"": 2, ""value"": -1.0}, null, null], [null, null, {""word"": ""update"", ""type"": 2, ""value"": 0.0}, {""word"": ""crash"", ""type"": 4, ""value"": -1.0}, null], [null, {""word"": ""tidak"", ""type"": 10, ""value"": -1.0}, {""word"": ""dibuka"", ""type"": 3, ""value"": 0.0}, null, null], [null, null, {""word"": ""mohon"", ""type"": 2, ""value"": 0.0}, null, null], [null, null, {""word"": ""diperbaiki"", ""type"": 3, ""value"": 1.0}, {""word"": ""min"", ""type"": 4, ""value"": 0.0}, null]]",15/10/2018 8:00
428,0,0,-1,"Sekarang @ gojekindonesia makin mahal ya, beralih ke transportasi publik lagi ah. Naik busway @ PT_TransJakarta aja.",2,harga,"['gojekindonesia', 'makin', 'mahal', ',', 'beralih', 'transportasi', 'publik', '.', 'naik', 'busway', 'pt', 'transjakarta', '.']",1,"gojekindonesia|1|1.0;makin|10|0.0;mahal|4|-1.0;,|6|0.0;beralih|2|-1.0;transportasi|1|1.0;publik|1|0.0;.|6|0.0;naik|2|1.0;busway|unknown|0;pt|1|0.0;transjakarta|unknown|0;.|6|0.0",l;l;lxx;x;lxx;l;x;x;s;x;x;x;x,0;0;-1;0;-1;0;0;0;1.0;0;0;0;0,"[[{""word"": ""gojekindonesia"", ""type"": 1, ""value"": 1.0}, {""word"": ""makin"", ""type"": 10, ""value"": 0.0}, {""word"": ""mahal"", ""type"": 4, ""value"": -1.0}, null, null], [null, null, {""word"": ""beralih"", ""type"": 2, ""value"": -1.0}, {""word"": ""transportasi"", ""type"": 1, ""value"": 1.0}, null], [null, null, {""word"": ""naik"", ""type"": 2, ""value"": 1.0}, null, null]]",15/10/2018 8:00
